Provincia,Codice,Tipologia,Denominazione,Indirizzo,Civico,Localita,Cod. comune,Comune,CAP,Distr.,Telefono,Caratteristica scuola,Sede direttivo,Codice sede riferimento,Codice sede di direttivo,Denominazione sede direttivo,Indirizzo sede di direttivo,Cod. comune sede dir.,Comune sede di direttivo,CAP sede dir.,Distr. sede dir.,Classificazione Autonomia,Organico Autonomia,Organico Sede,Num. Sedi Autonomia,Macrotipologia Autonomia,Tipologia Autonomia,Tipologia Sede,S-Comune montano,Telefono Sede Autonomia,Fax Sede Autonomia,Fax Sede Autonomia_1,Indirizzo E-Mail Autonomia,Indirizzo E-Mail sede corsi,Indirizzo PEC Autonomia,Indirizzo PEC sede corsi,Codice_ISTAT_comune_SEDE,coorY,coorX,location
MI,MIEE8BA03L,Istituto Istruzione Primario,Primaria - Luinetti,Via Bellini,,CESATE,C569,CESATE,20020,066,0299067307,Ordinaria,NO,MIIC8BA00C,MIIC8BA00C,Giovanni XXIII,"Via Venezia,",C569,CESATE,20020,066,Statale,1180,473,4,Primo ciclo,Istituto Comprensivo,,Non montano,029940256,029940146,,miic8ba00c@istruzione.it,,miic8ba00c@pec.istruzione.it,miic8ba00c@pec.istruzione.it,15076,45.5944583,9.07507628,"(45.5944583, 9.07507628)"
MI,MIAA8BH014,Scuola dell'Infanzia,Infanzia - Cassina De' Pecchi,Via Trieste,,CASSINA DE'PECCHI,C014,CASSINA DE' PECCHI,20060,058,,Ordinaria,NO,MIIC8BH007,MIIC8BH007,IC di Cassina de' Pecchi,"Piazza UnitÃ  d'Italia,",C014,CASSINA DE' PECCHI,20060,058,Statale,1209,132,4,Primo ciclo,Istituto Comprensivo,,Non montano,,,,miic8bh007@istruzione.it,,miic8bh007@pec.istruzione.it,miic8bh007@pec.istruzione.it,15060,45.51950994,9.36594914,"(45.51950994, 9.36594914)"
MI,MIEE8BL038,Istituto Istruzione Primario,Primaria - via Galilei,Via Galilei,,,G686,PIOLTELLO,20096,058,,Ordinaria,NO,MIIC8BL00C,MIIC8BL00C,Iqbal Masih,"Via Iqbal Masih, 5",G686,PIOLTELLO,20096,058,Statale,1397,213,6,Primo ciclo,Istituto Comprensivo,,Non montano,029267633,0292160981,,MIIC8BL00C@ISTRUZIONE.it,,miic8bl00c@pec.istruzione.it,miee363007@pec.istruzione.it,15175,45.48865529,9.32388525,"(45.48865529, 9.32388525)"
MI,MIEE8FQ02R,Istituto Istruzione Primario,Primaria - L. da Vinci,Via 26 Aprile,,,H373,ROBECCO SUL NAVIGLIO,20087,071,,Ordinaria,NO,MIIC8FQ00N,MIIC8FQ00N,"IC di Magenta, Via Santa Caterina","Via F.Lli Caprotti, 4",E801,MAGENTA,20013,071,Statale,1273,179,6,Primo ciclo,Istituto Comprensivo,,Non montano,02-97293436-28,02-97295123,,miic8fq00n@istruzione.it,,miic8fq00n@pec.istruzione.it,miee347009@pec.istruzione.it,15184,45.43823179,8.88522158,"(45.43823179, 8.88522158)"
MI,MIMM8AT02P,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - Pantigliate,Via Brodolini,,-,G316,PANTIGLIATE,20090,057,02906886600,Ordinaria,SI,MIIC8AT00L,MIIC8AT00L,Falcone - Borsellino,"Via Brodolini,",G316,PANTIGLIATE,20090,057,Statale,773,211,4,Primo ciclo,Istituto Comprensivo,,Non montano,02906886600,0290605247,0290605247,miic8at00l@istruzione.it,istitutocomprensivo.isti@tin.it,miic8at00l@pec.istruzione.it,miic8at00l@pec.istruzione.it,15167,45.43901522,9.35413496,"(45.43901522, 9.35413496)"
MI,MIEE8ER011,Istituto Istruzione Primario,Primaria - Caduti Dispersi,Via Repubblica,6,,I602,SENAGO,20030,066,,Ordinaria,NO,MIIC8ER00V,MIIC8ER00V,A. Manzoni,"Via Liberazione, 23",I602,SENAGO,20030,066,Statale,1111,334,5,Primo ciclo,Istituto Comprensivo,,Non montano,0299056808,0299056808,,miic8er00v@istruzione.it,,miic8er00v@pec.istruzione.it,miee377016@pec.istruzione.it,15206,45.5752441,9.11771783,"(45.5752441, 9.11771783)"
MI,MIPS039018-LU,Istituto Istruzione Secondario Secondo grado,L. Scienze Umane - Russell,Via Gatti,16,MILANO,F205,MILANO,20162,082,026430051,Ordinaria,SI,MIIS03900T,MIIS03900T,B. Russell,"Via Gatti, 16",F205,MILANO,20162,082,Statale,555,0,2,Secondo ciclo,Istituto di Istruzione Superiore,Liceo,Non montano,026430051,026437132,,miis03900t@istruzione.it,,miis03900t@pec.istruzione.it,miis03900t@pec.istruzione.it,15146,45.50621997,9.19100572,"(45.50621997, 9.19100572)"
MI,MIMM8AF012,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - via Graf,Via Graf,74,MILANO,F205,MILANO,20157,093,0288448611,Ordinaria,NO,MIIC8AF001,MIIC8AF001,Via Trilussa,"Via Trilussa, 10",F205,MILANO,20157,093,Statale,758,229,3,Primo ciclo,Istituto Comprensivo,,Non montano,0288448599,0288448603,,miic8af001@istruzione.it,,miic8af001@pec.istruzione.it,miic8af001@pec.istruzione.it,15146,45.51247692,9.14576201,"(45.51247692, 9.14576201)"
MI,MIPS02301P-LU,Istituto Istruzione Secondario Secondo grado,L. Scienze Umane - G. Cardano,Via Natta,11,-,F205,MILANO,20151,092,000238005599,Ordinaria,SI,MIIS023008,MIIS023008,G. Cardano,"Via Natta, 11",F205,MILANO,20151,092,Statale,1112,628,2,Secondo ciclo,Istituto di Istruzione Superiore,Liceo,Non montano,0238005599,0233402739,0233402739,miis023008@istruzione.it,exiuc@tin.it,miis023008@pec.istruzione.it,mips02301p@pec.istruzione.it,15146,45.48823154,9.1187229,"(45.48823154, 9.1187229)"
MI,MICT70900P,Ctp,C.T.P. - Legnano,Via S. Teresa,36,LEGNANO,E514,LEGNANO,20025,069,0331441140,Ordinaria,NO,MI066449DRM,MI066449DRM,CPIA - Legnano - Magenta - Rho,"Via Santa Teresa, 36",E514,LEGNANO,20025,069,Cpia,0,0,5,Istruzione Adulti,CTP,,Non montano,,0331427628,0331427628,ctplegnano@tiscali.it,ctplegnano@tiscali.it,,miic852004@pec.istruzione.it,15118,45.60705135,8.92356365,"(45.60705135, 8.92356365)"
MI,MIMM8A701T,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - Calamandrei,Via Savona,135,-,I690,SESTO SAN GIOVANNI,20099,064,023657501,Ordinaria,SI,MIIC8A700R,MIIC8A700R,Marzabotto,"Via Savona, 135",I690,SESTO SAN GIOVANNI,20099,064,Statale,655,164,4,Primo ciclo,Istituto Comprensivo,,Non montano,023657501,0236575050,0236575050,miic8a700r@istruzione.it,calasesto@libero.it,miic8a700r@pec.istruzione.it,miic8a700r@pec.istruzione.it,15209,45.53357368,9.25321567,"(45.53357368, 9.25321567)"
MI,MIEE8FE018,Istituto Istruzione Primario,Primaria - A. Frank,Piazza XXV Aprile,30,,A872,BINASCO,20082,094,,Ordinaria,NO,MIIC8FE006,MIIC8FE006,"IC di Binasco, Piazza XXV Aprile","Piazza XXV Aprile, 30a",A872,BINASCO,20082,094,Statale,1081,343,5,Primo ciclo,Istituto Comprensivo,,Non montano,029055352,029055352,029055352,MIEE35200R@istruzione.it,circolobinasco@libero.it,MIEE35200R@pec.istruzione.it,miee35200r@pec.istruzione.it,15024,45.32865919,9.09651102,"(45.32865919, 9.09651102)"
MI,MIPS210009-LC,Istituto Istruzione Secondario Secondo grado,L. Classico - Bruno,Viale Svezia,4,MELZO,F119,MELZO,20066,058,029551346,Ordinaria,SI,MIPS210009,MIPS210009,G. Bruno,"Viale Svezia, 4",F119,MELZO,20066,058,Statale,1010,0,2,Secondo ciclo,Liceo,Liceo,Non montano,029552257,029551949,,mips210009@istruzione.it,,mips210009@pec.istruzione.it,mips210009@pec.istruzione.it,15142,45.50515969,9.41522635,"(45.50515969, 9.41522635)"
MI,MIEE8B502V,Istituto Istruzione Primario,Primaria - A.Negri,Via del Merlo,2,POZZUOLO M.-FRAZ.TRECELLA,G965,POZZUOLO MARTESANA,20060,059,0295359214,Ordinaria,NO,MIIC8B500Q,MIIC8B500Q,Alessandro Manzoni,"Piazza Pietro Nenni,",G965,POZZUOLO MARTESANA,20060,059,Statale,1397,141,10,Primo ciclo,Istituto Comprensivo,,Non montano,0295359750,0295358674,,miic8b500q@istruzione.it,,miic8b500q@pec.istruzione.it,miic8b500q@pec.istruzione.it,15178,45.51528515,9.48021985,"(45.51528515, 9.48021985)"
MI,MIAA8B2015,Scuola dell'Infanzia,Infanzia - Rodari,Via Mazzini,,TREZZO SULL'ADDA,L411,TREZZO SULL'ADDA,20056,059,0290933320,Ordinaria,NO,MIIC8B2008,MIIC8B2008,Ai Nostri Caduti,"Piazza Italia, 1",L411,TREZZO SULL'ADDA,20056,059,Statale,1086,137,4,Primo ciclo,Istituto Comprensivo,,Non montano,0290933320,0290933329,,miic8b2008@istruzione.it,,miic8b2008@pec.istruzione.it,miic8b2008@pec.istruzione.it,15221,45.60703001,9.52007275,"(45.60703001, 9.52007275)"
MI,MIEE8FC02N,Istituto Istruzione Primario,Primaria - Milano,Via Milano,,,H623,ROZZANO,20089,094,,Ordinaria,NO,MIIC8FC00E,MIIC8FC00E,"IC di Rozzano, Via dei Garofani","Via dei Garofani,",H623,ROZZANO,20089,094,Statale,1037,224,6,Primo ciclo,Istituto Comprensivo,,Non montano,028250036,028250036,,miee213009@istruzione.it,,miee213009@pec.istruzione.it,miee213009@pec.istruzione.it,15189,45.39011591,9.15199859,"(45.39011591, 9.15199859)"
MI,MIAA8AQ03G,Scuola dell'Infanzia,Infanzia - Gran Sasso,Via Gran Sasso,34,,C707,CINISELLO BALSAMO,20092,065,,Ordinaria,NO,MIIC8AQ005,MIIC8AQ005,Carlo Emanuele Buscaglia,"Via Paisiello, 2",C707,CINISELLO BALSAMO,20092,065,Statale,1167,115,6,Primo ciclo,Istituto Comprensivo,,Non montano,0266049026,0266049026,,miic8aq005@istruzione.it,,icbuscaglia@pec.icbuscaglia.it,miaa8aq03g@pec.istruzione.it,15077,45.559346,9.20573295,"(45.559346, 9.20573295)"
MI,MITF00801P-TT,Istituto Istruzione Secondario Secondo grado,I. T. Tecnologico - A. Spinelli - C. Molaschi,Via Leopardi,132,SESTO SAN GIOVANNI,I690,SESTO SAN GIOVANNI,20099,064,022403441,Ordinaria,SI,MIIS008006,MIIS008006,A. Spinelli - C. Molaschi,"Via Leopardi, 132",I690,SESTO SAN GIOVANNI,20099,064,Statale,1059,603,4,Secondo ciclo,Istituto di Istruzione Superiore,Istituto Tecnico,Non montano,022403441,0226225509,0226225509,MIIS008006@istruzione.it,segreteria@iisaltierospinelli.it,miis008006@pec.istruzione.it,mitf00801p@pec.istruzione.it,15209,45.53834353,9.2274661,"(45.53834353, 9.2274661)"
MI,MIAA8C401B,Scuola dell'Infanzia,Infanzia - Cadorna,Via Carlo Dolci,5,MILANO,F205,MILANO,20148,092,024047233,Ordinaria,SI,MIIC8C400E,MIIC8C400E,Cadorna,"Via Carlo Dolci, 5",F205,MILANO,20148,092,Statale,1049,125,4,Primo ciclo,Istituto Comprensivo,,Non montano,024047233,0248701589,,miic8c400e@istruzione.it,,miic8c400e@pec.istruzione.it,miic8c400e@pec.istruzione.it,15146,45.4719544,9.14315989,"(45.4719544, 9.14315989)"
MI,MIEE8C7014-01,Istituto Istruzione Primario,Primaria di Educazione allo Sport e alla Musica,Via San Giusto,65,MILANO,F205,MILANO,20153,091,,Ordinaria,NO,MIIC8C7002,MIIC8C7002,Manara,"Via Lamennais, 20",F205,MILANO,20153,091,Statale,924,0,7,Primo ciclo,Istituto Comprensivo,,Non montano,0288444540,0240915002,,miic8c7002@istruzione.it,,miic8c7002@pec.istruzione.it,miic8c7002@pec.istruzione.it,15146,45.47150038,9.11777355,"(45.47150038, 9.11777355)"
MI,MIEE8BD012,Istituto Istruzione Primario,Primaria - Rossari Castiglioni,Via della Spiga,29,MILANO,F205,MILANO,20121,074,0288446131,Ordinaria,NO,MIIC8BD00X,MIIC8BD00X,Milano Spiga,"Via Santo Spirito, 21",F205,MILANO,20121,074,Statale,658,170,3,Primo ciclo,Istituto Comprensivo,,Non montano,,,,miic8bd00x@istruzione.it,,miic8bd00x@pec.istruzione.it,miic8bd00x@pec.istruzione.it,15146,45.47126135,9.19558359,"(45.47126135, 9.19558359)"
MI,MIMM8BC015,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - E.Fermi,Via Bramante,1,-,E415,LAINATE,20020,067,09370297,Ordinaria,NO,MIIC8BC004,MIIC8BC004,"IC di Lainate, via Lamarmora","Via Lamarmora,",E415,LAINATE,20020,067,Statale,1326,401,4,Primo ciclo,Istituto Comprensivo,,Non montano,029371716,0293572010,,miic8bc004@istruzione.it,,miic8bc004@pec.istruzione.it,miic8bc004@pec.istruzione.it,15116,45.57327333,9.01919713,"(45.57327333, 9.01919713)"
MI,MIEE8AS02R,Istituto Istruzione Primario,Primaria - Parini,Via Parini,23,,C707,CINISELLO BALSAMO,20092,065,,Ordinaria,NO,MIIC8AS00R,MIIC8AS00R,Zandonai,"Via Risorgimento, 174",C707,CINISELLO BALSAMO,20092,065,Statale,1220,127,6,Primo ciclo,Istituto Comprensivo,,Non montano,0266010409,0266048278,0266011153,miic8as00r@istruzione.it,,miic8as00r@pec.istruzione.it,miee8as02r@pec.istruzione.it,15077,45.55669369,9.20206997,"(45.55669369, 9.20206997)"
MI,MIEE8CY02T,Istituto Istruzione Primario,Primaria - via Pescarenico,Via Pescarenico,6,MILANO,F205,MILANO,20142,089,0288446780,Ordinaria,NO,MIIC8CY00P,MIIC8CY00P,Capponi,"Via Pestalozzi, 13",F205,MILANO,20143,089,Statale,957,334,3,Primo ciclo,Istituto Comprensivo,,Non montano,0289125839,0289123381,,miic8cy00p@istruzione.it,,miic8cy00p@pec.istruzione.it,miic8cy00p@pec.istruzione.it,15146,45.43248615,9.17178085,"(45.43248615, 9.17178085)"
MI,MITF01701D-LS,Istituto Istruzione Secondario Secondo grado,L. Scientifico - C. Maxwell,Via Don Calabria,2,MILANO,F205,MILANO,20125,085,022825958,Ordinaria,SI,MIIS017001,MIIS017001,J.C. Maxwell,"Via Don Calabria, 2",F205,MILANO,20135,085,Statale,1335,0,2,Secondo ciclo,Istituto di Istruzione Superiore,Liceo,Non montano,02 2826328,02 2841996,,miis017001@istruzione.it,,miis017001@pec.istruzione.it,mitf01701d-01@pec.istruzione.it,15146,45.49853649,9.24073575,"(45.49853649, 9.24073575)"
MI,MIEE8FF025,Istituto Istruzione Primario,Primaria - G.Rodari,Via Sartirana,,,H264,RHO,20017,067,,Ordinaria,NO,MIIC8FF002,MIIC8FF002,Tommaso Grossi,"Via Tommaso Grossi, 35",H264,RHO,20017,067,Statale,911,308,5,Primo ciclo,Istituto Comprensivo,,Non montano,0293903288,0293469420,,miee158057@istruzione.it,,,miee195001@pec.istruzione.it,15182,45.5314136,9.0705395,"(45.5314136, 9.0705395)"
MI,MIPS26000A-LS,Istituto Istruzione Secondario Secondo grado,L. Scientifico - Vico,Viale Italia,26,-,D045,CORSICO,20094,073,024580920,Ordinaria,SI,MIPS26000A,MIPS26000A,G.B. Vico,"Viale Italia, 26",D045,CORSICO,20094,073,Statale,850,850,1,Secondo ciclo,Liceo,Liceo,Non montano,024580920,0248601264,0248601264,mips26000a@istruzione.it,lsgbvico@tiscalinet.it,mips26000a@pec.istruzione.it,mips26000a@pec.istruzione.it,15093,45.43550515,9.09544604,"(45.43550515, 9.09544604)"
MI,MIEE8D102R,Istituto Istruzione Primario,Primaria - Alighieri,Via Mac Mahon,100,MILANO,F205,MILANO,20155,093,0233002157,Ordinaria,NO,MIIC8D100N,MIIC8D100N,"IC di Milano, Via Castellino Da Castello","Via Castellino Da Castello, 10",F205,MILANO,20157,093,Statale,1221,221,3,Primo ciclo,Istituto Comprensivo,,Non montano,0239217294,,,miic8d100n@istruzione.it,,miic8d100n@pec.istruzione.it,miic8d100n@pec.istruzione.it,15146,45.4956062,9.15584945,"(45.4956062, 9.15584945)"
MI,MIAA8BE01L,Scuola dell'Infanzia,Infanzia - via Giovanni XXIII,Via Giovanni XXIII,,FRAZ. GRANCIA PAGLIERA,E415,LAINATE,20020,067,0293257360,Ordinaria,NO,MIIC8BE00Q,MIIC8BE00Q,"IC di Lainate, via Cairoli","Via Cairoli, 31",E415,LAINATE,20020,067,Statale,1127,166,5,Primo ciclo,Istituto Comprensivo,,Non montano,0293255876,0293551774,,miic8be00q@istruzione.it,,miic8be00q@pec.istruzione.it,miic8be00q@pec.istruzione.it,15116,45.55617379,9.02167981,"(45.55617379, 9.02167981)"
MI,MIAA8CA01X,Scuola dell'Infanzia,Infanzia - Rodari,Via Brambilla,5,INZAGO,E317,INZAGO,20065,059,029549335,Ordinaria,NO,MIIC8CA003,MIIC8CA003,Via Leopardi,"Via Leopardi,",E317,INZAGO,20065,059,Statale,1465,195,8,Primo ciclo,Istituto Comprensivo,,Non montano,029549953,029549953,,miic8ca003@istruzione.it,,miic8ca003@pec.istruzione.it,miic8ca003@pec.istruzione.it,15114,45.53962455,9.48528091,"(45.53962455, 9.48528091)"
MI,MIMM8FJ01X,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - Croci,Via Chopin,9,,G220,PADERNO DUGNANO,20037,065,,Ordinaria,NO,MIIC8FJ00V,MIIC8FJ00V,Croci,"Via Chopin, 9",G220,PADERNO DUGNANO,20037,065,Statale,836,261,4,Primo ciclo,Istituto Comprensivo,,Non montano,029181045,0299045055,0299045055,mimm64200q@istruzione.it,,,mi985008drm@pec.istruzione.it,15166,45.57131289,9.18901789,"(45.57131289, 9.18901789)"
MI,MIMM8DD016,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - Casa Del Sole,Via Giacosa,46,MILANO,F205,MILANO,20127,083,022895935,Ordinaria,SI,MIIC8DD005,MIIC8DD005,"IC di Milano, Via Giacosa 46","Via Giacosa, 46",F205,MILANO,20127,083,Statale,1236,380,3,Primo ciclo,Istituto Comprensivo,,Non montano,0288441582,022892800,,miic8dd005@istruzione.it,,miic8dd005@pec.istruzione.it,miic8dd005@pec.istruzione.it,15146,45.49500174,9.2214015,"(45.49500174, 9.2214015)"
MI,MIAA8AW02V,Scuola dell'Infanzia,Infanzia - via Dante,Via Dante,,,D013,CORMANO,20032,065,,Ordinaria,NO,MIIC8AW00T,MIIC8AW00T,A. Manzoni,"Via Adda, 36",D013,CORMANO,20032,065,Statale,857,148,3,Primo ciclo,Istituto Comprensivo,,Non montano,0266303344,0266303318,,miic8aw00t@istruzione.it,,icmanzonicormano@easypec.org,miaa8aw02v@pec.istruzione.it,15086,45.54740879,9.15633189,"(45.54740879, 9.15633189)"
MI,MITF09701A-TT,Istituto Istruzione Secondario Secondo grado,I.T. Tecnologico - A. Bernocchi,Via Diaz,2,,E514,LEGNANO,20025,069,,Ordinaria,SI,MIIS09700T,MIIS09700T,A. Bernocchi,"Via Diaz, 2",E514,LEGNANO,20025,069,Statale,1715,0,3,Secondo ciclo,Istituto Tecnico,Istituto Tecnico,Non montano,0331541393,0331542428,,mitf01000n@istruzione.it,,mitf01000n@pec.istruzione.it,miis07600r@pec.istruzione.it,15118,45.59528515,8.92259479,"(45.59528515, 8.92259479)"
MI,MIEE8CV019,Istituto Istruzione Primario,Primaria - Pini-Negri,Via Stefanardo Vimercate,14,-,F205,MILANO,20128,083,0288448652,Ordinaria,NO,MIIC8CV007,MIIC8CV007,"IC di Milano, Via Cesalpino 38","Via Cesalpino, 38",F205,MILANO,20128,083,Statale,1187,76,4,Primo ciclo,Istituto Comprensivo,,Non montano,022576648,02884486859,0257000500,miic8cv007@istruzione.it,comprensivo.stefanardo@tin.it,miic8cv007@pec.istruzione.it,miic8cv007@pec.istruzione.it,15146,45.50654747,9.22715951,"(45.50654747, 9.22715951)"
MI,MIMM8EQ014,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - Gobetti,Via Tintoretto,9,,L409,TREZZANO SUL NAVIGLIO,20090,073,,Ordinaria,SI,MIIC8EQ003,MIIC8EQ003,Gobetti,"Via Tintoretto, 9",L409,TREZZANO SUL NAVIGLIO,20090,073,Statale,985,192,5,Primo ciclo,Istituto Comprensivo,,Non montano,024456971,02 48401956,,MIIC8EQ003@istruzione.it,,MIIC8EQ003@pec.istruzione.it,mimm89001x-01@pec.istruzione.it,15220,45.42651255,9.05521515,"(45.42651255, 9.05521515)"
MI,MITF093013-TT,Istituto Istruzione Secondario Secondo grado,I. T. Tecnologico -M. Curie - P. Sraffa,Via Fratelli Zoia,130,,F205,MILANO,20153,,,Ordinaria,SI,MIIS09300E,MIIS09300E,M. Curie - P. Sraffa,"Via Fratelli Zoia, 130",F205,MILANO,20153,,Statale,901,726,2,Secondo ciclo,Istituto di Istruzione Superiore,Istituto Tecnico,Non montano,024525871,024525113,024525113,mitf14000a@istruzione.it,segreteria@itiscurie.it,mitf14000a@pec.istruzione.it,mitf093013@pec.istruzione.it,15146,45.46935498,9.10973519,"(45.46935498, 9.10973519)"
MI,MIAA8EN01C,Scuola dell'Infanzia,Infanzia - Frazione Brusuglio,Via Beccaria,15,,D013,CORMANO,20032,065,,Ordinaria,NO,MIIC8EN00G,MIIC8EN00G,XXV Aprile,"Via Molinazzo, 35",D013,CORMANO,20032,065,Statale,920,141,4,Primo ciclo,Istituto Comprensivo,,Non montano,02 66301963,02 66303324,,miic8en00g@istruzione.it,,miic8en00g@pec.istruzione.it,miaa8en01c@pec.istruzione.it,15086,45.53860539,9.17369009,"(45.53860539, 9.17369009)"
MI,MITD04401G,Istituto Istruzione Secondario Secondo grado,I.T. Economico e Tecnologico - Dell'Acqua,Via Bernocchi,1,-,E514,LEGNANO,20025,069,0331446811,Ordinaria,SI,MIIS044009,MIIS044009,C. Dell'Acqua,"Via Bernocchi, 1",E514,LEGNANO,20025,069,Statale,1241,802,3,Secondo ciclo,Istituto di Istruzione Superiore,Istituto Tecnico,Non montano,0331446811,0331548444,0331548444,miis044009@istruzione.it,miis044009@istruzione.it,miis044009@pec.istruzione.it,miis044009@pec.istruzione.it,15118,45.57377537,8.9059185,"(45.57377537, 8.9059185)"
MI,MIEE8FT01L,Istituto Istruzione Primario,Primaria - Leonardo da Vinci,Piazza L. Da Vinci,2,,F205,MILANO,20133,,,Ordinaria,NO,MIIC8FT00E,MIIC8FT00E,"IC di Milano, Piazza Leonardo da Vinci","Piazza Leonardo da Vinci , 2",F205,MILANO,20133,,Statale,1697,856,3,Primo ciclo,Istituto Comprensivo,,Non montano,,,0270600557,miee066004@istruzione.it,miee066004@istruzione.it,miee066004@pec.istruzione.it,miee066004@pec.istruzione.it,15146,45.47777335,9.22394599,"(45.47777335, 9.22394599)"
MI,MIEE8BX02B,Istituto Istruzione Primario,Primaria - E. Fermi,Via Modigliani,,SEGRATE,I577,SEGRATE,20090,058,022135073,Ordinaria,NO,MIIC8BX008,MIIC8BX008,Albert Schweitzer,"Via San Rocco, 4",I577,SEGRATE,20090,058,Statale,1573,255,6,Primo ciclo,Istituto Comprensivo,,Non montano,022133053,0226920966,,miic8bx008@istruzione.it,,miic8bx008@pec.istruzione.it,miic8bx008@pec.istruzione.it,15205,45.48763161,9.29830333,"(45.48763161, 9.29830333)"
MI,MIPS11000C-LC,Istituto Istruzione Secondario Secondo grado,L. Classico - Levi,Via Martiri di Cefalonia,46,SAN DONATO MILANESE,H827,SAN DONATO MILANESE,20097,057,0255691211,Ordinaria,SI,MIPS11000C,MIPS11000C,P. Levi,"Via Martiri di Cefalonia, 46",H827,SAN DONATO MILANESE,20097,057,Statale,980,0,2,Secondo ciclo,Liceo,Liceo,Non montano,0255691211,025271789,,mips11000c@istruzione.it,,mips11000c@pec.istruzione.it,mips11000c@pec.istruzione.it,15192,45.41888453,9.27273498,"(45.41888453, 9.27273498)"
MI,MIRI21002L-PI,Istituto Istruzione Secondario Secondo grado,I. P. Industria e Artigianato - I.P.I.A. di Cernusco succursale,Viale Germania,34,-,F119,MELZO,20066,058,029550903,Succursale,NO,MIRI21000E,MIRI21000E,I.P.I.A. di Cernusco,"Via Volta, 11",C523,CERNUSCO SUL NAVIGLIO,20063,058,Statale,620,288,2,Secondo ciclo,Istituto Professionale,Istituto Professionale,Non montano,0292140104,0292140268,0295710295,miri21000e@istruzione.it,,miri21000e@pec.istruzione.it,miri21002l@pec.istruzione.it,15142,45.50459561,9.41312366,"(45.50459561, 9.41312366)"
MI,MIMM8GE01T,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - Manzoni,Via Patellani,43,,B162,BRESSO,20091,065,,Ordinaria,NO,MIIC8GE00R,MIIC8GE00R,IC di Bresso - Via Don Sturzo,"Via Don Sturzo, 46",B162,BRESSO,20091,065,Statale,1067,299,3,Primo ciclo,Istituto Comprensivo,,Non montano,0261455284,0261455366,0261455360,romaniscuol@libero.it,,,mimm640004@pec.istruzione.it,15032,45.53671735,9.19598795,"(45.53671735, 9.19598795)"
MI,MIMM8ET011,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - da Vinci,Via Vespucci,9,,C565,CESANO BOSCONE,20090,073,,Ordinaria,SI,MIIC8ET00X,MIIC8ET00X,Leonardo da Vinci,"Via Vespucci, 9",C565,CESANO BOSCONE,20090,073,Statale,1052,289,5,Primo ciclo,Istituto Comprensivo,,Non montano,024501218,0248689361,0248689361,miic8et00x@istruzione.it,mediacesano@virgilio.it,miic8et00x@pec.istruzione.it,miic8et00x@pec.istruzione.it,15074,45.43977925,9.08374025,"(45.43977925, 9.08374025)"
MI,MIEE8FH02R,Istituto Istruzione Primario,Primaria - via Olona,Via Olona,,,G324,PARABIAGO,20015,068,,Ordinaria,NO,MIIC8FH00N,MIIC8FH00N,"IC di Parabiago, Via IV Novembre","Via IV Novembre, 23",G324,PARABIAGO,20015,068,Statale,1038,237,5,Primo ciclo,Istituto Comprensivo,,Non montano,0331551436,0331553885,,MIEE136005@istruzione.it,,MIEE136005@pec.istruzione.it,miee136005@pec.istruzione.it,15168,45.5398317,8.9545129,"(45.5398317, 8.9545129)"
MI,MIAA8BT014,Scuola dell'Infanzia,Infanzia - Grazia Deledda,Via Alessandrini,26,PERO,C013,PERO,20016,067,023390019,Ordinaria,NO,MIIC8BT007,MIIC8BT007,IC di Pero,"Via Giovanni XXIII,",C013,PERO,20016,067,Statale,903,139,5,Primo ciclo,Istituto Comprensivo,,Non montano,0238100274,023539365,,miic8bt007@istruzione.it,,miic8bt007@pec.istruzione.it,miic8bt007@pec.istruzione.it,15170,45.5123875,9.08767129,"(45.5123875, 9.08767129)"
MI,MITD400008-ET,Istituto Istruzione Secondario Secondo grado,I. T. Economico e tecnologico - Curie,Via Masaccio,4,CERNUSCO SUL NAVIGLIO,C523,CERNUSCO SUL NAVIGLIO,20063,058,00029240552,Ordinaria,SI,MITD400008,MITD400008,M. Curie,"Via Masaccio, 4",C523,CERNUSCO SUL NAVIGLIO,20063,058,Statale,1784,1784,1,Secondo ciclo,Istituto Tecnico,Istituto Tecnico,Non montano,029240552,029244512,029244512,mitd400008@istruzione.it,itsos@tes.mi.it,mitd400008@pec.istruzione.it,mitd400008@pec.istruzione.it,15070,45.52142824,9.30720451,"(45.52142824, 9.30720451)"
MI,MIEE8FX021,Istituto Istruzione Primario,Primaria - via Foppette,Via Foppette,1,,F205,MILANO,20144,,,Ordinaria,NO,MIIC8FX00T,MIIC8FX00T,"IC di Milano, Via MoisÃÂ¨ Loria","Via MoisÃÂ¨ Loria, 37",F205,MILANO,20144,,Statale,1467,215,3,Primo ciclo,Istituto Comprensivo,,Non montano,0288440051,0288440052,,smcporta@tin.it,,mimm06900e@pec.istruzione.it,miee023006@pec.istruzione.it,15146,45.45148838,9.15574265,"(45.45148838, 9.15574265)"
